vol,N1_moy,ALT_moy,TAT_moy,M_moy,Q_moy
724,104.40619613489865,24305.047471720813,-17.03102832472022,0.49909136531460674,7933.034645537863
725,106.34853332448397,19066.24035926144,-16.223704594262784,0.4566370296985196,9681.827453227252
726,107.63418329977493,21973.590695270508,-15.67369392147628,0.46795396836150494,9118.724811905466
727,108.91890134157633,22055.011497993513,-10.588126158151562,0.4654039291125,9284.942402741506
728,102.61860784098118,18628.60723015686,-13.033817651334065,0.43339949316666665,8512.301946388585
729,108.18051394230935,22067.697707863765,-15.868815894568261,0.4533264564368602,9073.736126749023
730,106.48685245696812,22017.216182708038,-16.550434367165344,0.4789729026712871,8946.632183682956
731,107.52164156297817,21054.0543665696,-11.965358364803162,0.4676313959754634,9302.054033664994
732,107.57852408142027,24086.610184699028,-19.139904104114233,0.499243639409051,8718.398569312127
733,109.24781619005783,24874.469342233966,-14.905205972296551,0.4921906330629311,8703.800818781903
734,101.01896168680106,18593.214295485526,-18.055436489290436,0.43270764409756096,8380.296896903692
735,109.06051182034122,24146.315084864375,-13.395986184971985,0.48916042000598803,8889.543113667587
736,108.27850670681808,21777.39876377459,-16.73821993899782,0.4379712605854115,9087.670637725325
737,108.48140740899069,19515.75437727835,-5.0082316958765745,0.4466062194880353,9630.738003046306
738,105.02069182377629,20594.848772425594,-8.753801962969977,0.4622844182620088,8846.527714004016
739,108.68786931506983,21751.759702442305,-9.141760329894721,0.4692528927888763,9203.29965893006
740,108.70260249517122,21985.756397546633,-7.570358092798184,0.48390262127800204,9352.179348961597
741,108.2261761211511,21212.665862746882,-8.626378148710785,0.46391768475000006,9245.293935018997
742,105.04633760576976,21316.7090369767,-9.202441663215277,0.4645096437840909,8482.286745381083
743,106.8471084040657,22343.66702091403,-10.705660461436423,0.4745815331896551,8738.033932146862
744,107.72323380110855,22479.60024255891,-11.475474208927348,0.48155882549572654,8976.66631919187
745,104.34657126907179,22018.935192434677,-20.374424872086205,0.48050002925862073,8428.100053575248
746,106.14462584617804,22767.466408415556,-15.904603352120594,0.4880208916127088,8627.898903124802
747,106.2538664678543,23538.358149893305,-21.67837776009944,0.4826717141428572,8525.226852240477
748,103.98233427753641,18779.69290807201,-19.320872896388888,0.42776907572395834,9040.100884073916
749,107.89182906213347,22771.980688639447,-15.460702643099998,0.48308150094827595,9053.616477762427
750,103.55921718006037,22254.657032543528,-21.47529970862754,0.469955691694131,8066.241413330716
751,107.80727206647177,24918.676221477544,-17.08960687585532,0.5075506451469156,8684.250729133513
752,103.99668606340697,21985.97708852665,-20.140556378065856,0.4895167422391305,8383.304909297043
753,106.50994693576095,17349.081789658936,-17.308443171401503,0.4077798818142857,9816.997400011487
754,106.65761154743349,22696.00102853381,-18.044225101904445,0.4773288023832644,8799.005200818066
755,108.3655547782282,22836.892916107015,-18.548475953688367,0.449432843859375,8958.287475158231
756,106.87592946444961,20852.577328192587,-14.49939233483711,0.470170961456446,9212.42886728943
757,106.76694165611086,22841.13607605216,-14.326056251010192,0.4836882940686696,8747.034783468
758,107.1122055777633,20990.205510042575,-15.417689828962141,0.4696024455054087,9370.49887501548
759,104.66727938181018,21153.5706370019,-16.413302105987167,0.46398215957937256,8561.163362387917
