vol,duree_montee_s,altitude_debut_ft,altitude_fin_ft,effort_total_lb
158,1481,92.73281096,32451.847195452,2923.24906020707
159,1401,-46.36640548,33611.007332452,2914.0223369000355
160,2248,32.456483836,39411.444658,4072.3100646806997
161,2266,-13.909921644,35929.327606451996,4096.919072754985
162,1796,27.819843288,37093.124384,3323.5446804199637
163,2723,-13.909921644,40575.241435548,4797.379846761247
164,2303,370.93124384,41725.128291452,4174.960520483938
165,2329,9.273281096,39402.171376904,4317.303817663974
166,3156,78.822889316,41729.764932,5226.541018720916
167,1917,876.325063572,38261.557802096,3610.2638736669
168,1941,-13.909921644,38261.557802096,3722.765634673135
170,1333,250.378589592,40565.968154452,3005.1908353441477
171,2643,83.459529864,39397.534736356,4642.5064017955265
172,1323,-23.18320274,33611.007332452,2792.7427332171974
173,371,102.006092056,18722.754532824,1182.8040714888823
174,1085,78.822889316,33620.280613548,2460.420637531659
175,1107,148.372497536,32456.483836,2458.499957944072
176,2304,-37.093124384,38252.284521,4079.0035608374396
177,2848,514.667100828,38256.921161548,4944.723409408968
178,2234,176.19234082399998,41725.128291452,4077.608781613121
179,2084,241.105308496,38252.284521,4014.4778727878024
180,2068,273.561792332,40575.241435548,3848.335478161579
181,2606,78.822889316,39420.717939096,4308.470617054397
182,1553,217.922105756,40561.331513904,3439.9227001678128
183,3348,208.64882466,38247.647880452,5740.514154299113
184,2763,264.288511236,38247.647880452,4707.030886411839
185,2685,296.744995072,39411.444658,4809.177103651668
186,2906,315.291557264,39406.808017452,5064.00892407136
187,244,83.459529864,12069.175346443999,800.7416695914811
188,2857,41.729764932,38247.647880452,4655.314542679414
189,1258,74.186248768,34770.167469452,2536.425876073771
190,1465,-51.003046028,35924.690965904,3121.6627228913912
191,1013,74.186248768,34779.440750548,2388.882543494009
192,2648,245.741949044,38256.921161548,4632.573263126391
193,2866,357.02132219599997,39406.808017452,4907.349584050515
194,1326,153.009138084,38247.647880452,2850.0863311799203
195,1293,125.189294796,37093.124384,2757.3545728459108
196,1714,92.73281096,39406.808017452,3414.819080996724
197,1492,880.96170412,40565.968154452,3066.6898885800133
198,2892,292.108354524,41701.945088712,4984.904844715942
199,2439,417.29764932,39411.444658,4444.533195708358
200,2911,236.468667948,40570.604795,4853.189067233887
201,994,-41.729764932,33671.283659576,2390.302594818164
202,1721,88.09617041199999,37093.124384,3493.169811090345
203,1869,115.9160137,35933.964246999996,3699.027912326552
204,2166,259.651870688,39411.444658,4053.8686523998863
205,1230,301.38163562,38256.921161548,2809.2502281438437
206,3095,296.744995072,39416.081298548,5312.313322133238
207,2318,13.909921644,40565.968154452,4248.422904409151
208,3032,264.288511236,39443.901141836,5091.299181594984
209,1202,204.012184112,38256.921161548,2744.64752036137
210,1518,-55.639686576,40565.968154452,3077.7037103754974
211,915,102.006092056,34756.257547807996,2271.9389100831477
212,1506,213.285465208,38252.284521,3137.0486179586187
213,1139,46.36640548,37102.397665095996,2601.579756319349
214,2073,306.018276168,38233.737958808,3971.2493443005214
215,2434,273.561792332,39411.444658,4216.636619981252
216,3464,292.108354524,41715.855010356,5932.453345691945
217,3338,268.925151784,42861.105225712,5567.781758782148
218,7095,287.471713976,9676.668823676,9777.428838008575
219,2901,950.51131234,40579.878076096,4894.913304064224
220,1307,69.54960822,33615.643973,2753.5601475704343
221,1883,157.645778632,39402.171376904,3601.9192669874983
222,1372,4.636640548,27824.479928548,2776.4350082225947
223,764,-32.456483836,25584.982543864,1939.9874718618796
224,804,222.558746304,35507.393316584,2234.406231525721
225,1399,176.19234082399998,37093.124384,3092.798374577941
226,1638,880.96170412,38256.921161548,3167.466598695361
227,1021,78.822889316,33611.007332452,2413.91516009889
228,1419,111.279373152,34770.167469452,2831.2598202349286
229,3998,370.93124384,40565.968154452,6583.235188585948
230,1142,-4.636640548,37093.124384,2454.381809104021
231,2843,102.006092056,40561.331513904,4991.894385470769
232,1206,-60.276327124,38247.647880452,2712.935848799655
233,2823,185.46562192,41734.401572548,4909.071697139384
234,3462,-13.909921644,4743.283280604,5107.243469725268
235,1356,922.691469052,38247.647880452,3005.1426980111255
236,2030,296.744995072,41715.855010356,4079.671466333123
237,1217,338.474760004,42884.288428452,2958.047538248835
238,1599,-88.09617041199999,34774.80411,3347.1644663006423
239,1515,769.682330968,33615.643973,2891.0656427817376
240,2013,139.09921644,37093.124384,3774.82856720332
241,2062,843.868579736,38238.374599356,3635.36989970464
242,1202,88.09617041199999,34770.167469452,2795.9089662967344
243,368,55.639686576,20174.023024348,1152.8662606490368
244,1444,964.421233984,35929.327606451996,3105.083021965212
245,1392,102.006092056,33611.007332452,3040.073553718701
246,1441,18.546562192,27810.570006904,2873.012939465079
247,2589,-32.456483836,40575.241435548,4859.182165195153
248,2991,268.925151784,39402.171376904,5257.74123111927
249,783,129.825935344,32220.015168052,2139.0329370421177
250,1715,13.909921644,35929.327606451996,2769.355209968351
251,2638,-32.456483836,40570.604795,4781.301977531826
252,2578,250.378589592,37097.761024548,4568.572272006696
253,1034,27.819843288,33638.82717574,2512.7230532936287
254,949,245.741949044,37042.121337972,2370.839467643954
255,1110,-23.18320274,34774.80411,2543.964182425051
256,2248,296.744995072,40575.241435548,4241.551300120229
257,2352,408.024368224,39411.444658,4210.203065422832
258,2501,111.279373152,38247.647880452,4714.910967827576
259,2218,60.276327124,39402.171376904,4278.45217618174
260,1697,273.561792332,40565.968154452,3558.055325704323
261,3408,333.838119456,40570.604795,5748.820251112097
262,1771,245.741949044,38243.011239904,3636.8092059620044
263,2330,227.19538685199998,41725.128291452,4359.042495694217
264,2130,-23.18320274,38252.284521,4208.904560864557
265,4774,129.825935344,40565.968154452,7005.825614588085
266,2679,241.105308496,39402.171376904,4542.86934303948
267,2789,352.38468164799997,38256.921161548,4979.810711448866
268,2722,227.19538685199998,39392.898095808,4732.469060047432
269,1816,-41.729764932,37083.851102904,3662.626461095147
270,1818,955.147952888,38247.647880452,3614.473483439693
271,2595,194.738903016,40575.241435548,4731.216285955528
272,2649,27.819843288,37093.124384,4449.58280194239
273,895,-64.912967672,26085.739723048,2187.3736502963584
274,1808,338.474760004,39402.171376904,3658.712895920441
275,2852,231.8320274,37093.124384,4962.8567427584385
276,2327,190.102262468,38238.374599356,4252.538646382551
277,3613,301.38163562,35924.690965904,5873.903907537017
278,1646,231.8320274,38261.557802096,3407.3638115449075
279,2426,222.558746304,39402.171376904,4513.996570692751
280,7620,292.108354524,12792.491271932,10574.960950920798
281,3411,435.844211512,40575.241435548,5715.3419394284665
282,2942,97.369451508,38247.647880452,4792.167777028267
283,4216,319.928197812,39406.808017452,6576.134931965171
284,2067,134.462575892,38256.921161548,3889.4916944622537
285,1674,204.012184112,37083.851102904,3287.234690121301
286,353,176.19234082399998,12639.482133848,956.0820466875178
287,2968,213.285465208,39416.081298548,5221.026887223221
